Postcode,Positional_quality_indicator,Eastings,Northings,Country_code,NHS_regional_HA_code,NHS_HA_code,Admin_county_code,Admin_district_code,Admin_ward_code,Latitude,Longitude
OX1 9SA,10,451349,206112,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,51.751288,-1.258035
OX1 9SB,10,451316,206104,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,51.751288,-1.258035
OX1 9SD,10,451316,206104,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,51.751288,-1.258035
OX1 9SE,10,451316,206104,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,51.751288,-1.258035
OX1 9SF,10,451316,206104,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,51.751288,-1.258035
OX1 9SG,10,451316,206104,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,51.751288,-1.258035
OX1 9SH,10,451316,206104,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,51.751288,-1.258035
OX1 9SJ,10,451316,206104,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,51.751288,-1.258035
OX1 9SL,10,451316,206104,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,51.751288,-1.258035
OX1 9SN,10,451316,206104,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,51.751288,-1.258035
OX1 9SP,10,451316,206104,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,51.751288,-1.258035
OX1 9SQ,10,451316,206104,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,51.751288,-1.258035
OX1 9SR,10,451316,206104,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,51.751288,-1.258035
OX1 9SS,10,451316,206104,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,51.751288,-1.258035
OX1 9ST,10,451316,206104,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,51.751288,-1.258035
OX1 9SU,10,451316,206104,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,51.751288,-1.258035
OX1 9SW,10,451316,206104,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,51.751288,-1.258035
OX1 9SX,10,451316,206104,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,51.751288,-1.258035
OX1 9SY,10,451316,206104,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,51.751288,-1.258035
OX1 9SZ,10,451316,206104,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,51.751288,-1.258035
OX1 9TA,10,451316,206104,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,51.751288,-1.258035
OX1 9TB,10,451316,206104,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,51.751288,-1.258035
OX1 9TD,10,451316,206104,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,51.751288,-1.258035
OX1 9TE,10,451316,206104,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,51.751288,-1.258035
OX1 9TF,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,51.750231,-1.2673668
OX1 9TG,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,51.750231,-1.2673668
OX1 9TJ,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,51.750231,-1.2673668
OX1 9TL,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,51.750231,-1.2673668
OX1 9TP,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,51.750231,-1.2673668
OX1 9TQ,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,51.750231,-1.2673668
OX1 9TR,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,51.750231,-1.2673668
OX1 9TS,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,51.750231,-1.2673668
OX1 9TT,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,51.750231,-1.2673668
OX1 9TW,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9TX,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9TY,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9TZ,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9UA,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9UB,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9UD,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9UE,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9UF,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9UG,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9UH,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9UJ,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9UX,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9UZ,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9WA,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9WB,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9WE,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9WG,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9WH,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9WL,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9WN,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9WQ,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9WS,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9WU,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9WW,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9WX,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9XB,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9XD,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9XF,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9XJ,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9XL,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9XP,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9XS,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9XU,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9XW,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9XY,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9XZ,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9YA,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9YE,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9YF,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9YH,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9YP,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9YQ,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9YT,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9YW,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9YY,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9ZA,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9ZB,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9ZD,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9ZG,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9ZH,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9ZR,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9ZS,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9ZT,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9ZU,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9ZW,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9ZX,10,450673,205980,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,0,0
OX1 9ZY,10,451316,206104,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,51.751288,-1.258035
OX1 9ZZ,50,451316,206104,E92000001,E19000002,E18000009,E10000025,E07000178,E05013111,51.751288,-1.258035
OX100AB,10,460847,189430,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.600443,-1.1228842
OX100AD,10,460687,189387,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.599938,-1.1251463
OX100AF,10,460774,189205,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.598419,-1.1239772
OX100AJ,10,460725,189436,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.600554,-1.1245714
OX100AL,10,460674,189264,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.599158,-1.1254645
OX100AN,10,460682,189324,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.599517,-1.1252843
OX100AP,10,460770,189288,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.599165,-1.1239917
OX100AQ,10,460696,189436,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.600458,-1.1249775
OX100AR,10,460671,189191,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.598322,-1.1255238
OX100AS,10,460685,189211,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.598482,-1.1252464
OX100AT,10,460722,189178,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.598182,-1.1247325
OX100AU,10,460747,189206,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.598449,-1.1243664
OX100AW,10,458219,191175,E92000001,E19000002,E18000009,E10000025,E07000179,E05011701,51.616435,-1.1605188
OX100AX,10,460779,189139,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.597825,-1.123902
OX100AY,10,460781,189243,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.59876,-1.1238695
OX100BA,10,460752,189250,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.598818,-1.1244026
OX100BB,10,460836,189280,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.599095,-1.123069
OX100BD,10,460792,189354,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.599685,-1.1236929
OX100BE,10,460798,189464,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.600762,-1.1235567
OX100BG,10,460825,189428,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.6004,-1.1232027
OX100BH,10,460894,189415,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.600311,-1.1221215
OX100BJ,10,460937,189481,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.600883,-1.1215763
OX100BL,10,460945,189503,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.601115,-1.1214419
OX100BN,10,460961,189574,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.601743,-1.1211843
OX100BP,10,460848,189489,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.60092,-1.1229617
OX100BQ,10,460857,189414,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.600271,-1.1227576
OX100BS,10,460757,189503,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.6011,-1.1241566
OX100BT,10,460757,189499,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.6011,-1.1241566
OX100BU,10,460765,189484,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.600937,-1.1240731
OX100BW,10,460855,189519,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.601198,-1.1228841
OX100BX,10,460673,189499,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.601038,-1.125515
OX100BY,10,461006,189626,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.602179,-1.120555
OX100DB,10,460505,189491,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.601018,-1.1276234
OX100DD,10,460559,189136,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.597831,-1.1270925
OX100DE,10,458212,191177,E92000001,E19000002,E18000009,E10000025,E07000179,E05011701,51.616445,-1.1606052
OX100DG,10,460579,189135,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.59781,-1.1268042
OX100DH,10,460667,189119,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.597657,-1.1255366
OX100DJ,10,460642,189192,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.598316,-1.1258849
OX100DL,10,460518,189204,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.598437,-1.1275862
OX100DN,10,460553,189302,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.599279,-1.1271658
OX100DP,10,460581,189250,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.598844,-1.1267699
OX100DQ,10,460596,189142,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.597872,-1.1265576
OX100DR,10,460530,189281,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.599155,-1.1273992
OX100DT,10,460524,189341,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.599668,-1.1275626
OX100DU,10,460547,189392,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.600431,-1.1272737
OX100DW,10,460041,189949,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.605203,-1.1343155
OX100DX,10,460630,189360,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.599846,-1.1260144
OX100DY,10,460736,189417,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.600347,-1.1244887
OX100DZ,10,460034,189966,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.605528,-1.1344248
OX100EB,10,460698,189286,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.599101,-1.1250613
OX100ED,10,460698,189286,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.599101,-1.1250613
OX100EF,10,460675,189460,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.600721,-1.1252468
OX100EG,10,460741,189364,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.599842,-1.124253
OX100EH,10,460744,189377,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.599949,-1.1242365
OX100EJ,10,460744,189393,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.600111,-1.1242767
OX100EL,10,460755,189447,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.600605,-1.1240795
OX100ER,10,460698,189247,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.599136,-1.1248441
OX100ES,10,460706,189267,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.598994,-1.1250778
OX100ET,10,460703,189111,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.597743,-1.1250296
OX100EU,10,460686,189136,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.597844,-1.1252731
OX100EW,10,460722,189266,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.598963,-1.1246597
OX100EX,10,460748,189104,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.597514,-1.1243699
OX100EZ,10,460745,189089,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.597379,-1.1244158
OX100FD,10,458460,190767,E92000001,E19000002,E18000009,E10000025,E07000179,E05011701,51.612706,-1.1570492
OX100FE,10,460283,189398,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.600198,-1.1311043
OX100FF,10,460600,189315,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.599426,-1.12647
OX100FH,10,460698,189393,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.600164,-1.125243
OX100FJ,10,460673,189259,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.598915,-1.1254258
OX100FL,10,460641,189263,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.598955,-1.1258871
OX100FT,10,457786,191090,E92000001,E19000002,E18000009,E10000025,E07000179,E05011701,51.615402,-1.1669361
OX100FU,10,459688,190098,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.606563,-1.1395026
OX100HA,10,460814,189091,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.59739,-1.1234195
OX100HB,10,460783,189078,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.597257,-1.1237829
OX100HD,10,460855,189171,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.598104,-1.1228138
OX100HF,10,460834,189154,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.597946,-1.1232211
OX100HG,10,460844,189310,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.599355,-1.1229485
OX100HH,10,460371,189280,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.599155,-1.1298103
OX100HJ,10,460333,189275,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.599095,-1.1303312
OX100HL,10,460338,189338,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.599661,-1.1302482
OX100HN,10,460391,189299,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.599305,-1.1294898
OX100HP,10,460340,189440,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.600578,-1.1302019
OX100HQ,10,460330,189181,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.598251,-1.1303907
OX100HT,10,460387,189461,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.600762,-1.1295053
OX100HU,10,460345,189509,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.601198,-1.1301178
OX100HW,10,460346,189393,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.600164,-1.1301231
OX100JA,10,460318,189474,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.600877,-1.1304849
OX100JL,10,460197,189572,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.60178,-1.1322436
OX100JS,10,460836,189413,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.600273,-1.1230608
OX100JU,10,460295,189480,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.600933,-1.1308304
OX100JX,10,460030,189698,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.602894,-1.134576
OX100JY,10,460099,189709,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.603022,-1.1336206
OX100JZ,10,460227,189611,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.602128,-1.1318038
OX100LE,10,460733,189306,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.599358,-1.1245366
OX100LG,10,460012,189887,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.604632,-1.1348606
OX100LH,10,459985,189831,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.604131,-1.13526
OX100LJ,10,460094,189853,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.604326,-1.1336968
OX100LL,10,459963,189858,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.604376,-1.135573
OX100LP,10,459898,189970,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.60539,-1.1364924
OX100LQ,10,460062,189777,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.603638,-1.1341575
OX100LR,10,459864,189951,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.605223,-1.1369865
OX100LS,10,459745,190113,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.606692,-1.138677
OX100LT,10,459493,190354,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.608885,-1.1422747
OX100LU,10,459394,190512,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.610307,-1.143692
OX100LX,10,459549,190381,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.609122,-1.1414615
OX100LY,10,459770,190163,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.607139,-1.1383076
OX100LZ,10,460141,189872,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.604483,-1.1330007
OX100NB,10,459611,190184,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.607362,-1.1405272
OX100ND,10,459606,190155,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.607084,-1.1406768
OX100NE,10,459645,190134,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.606882,-1.1401175
OX100NX,10,459899,189787,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.603745,-1.1365091
OX100NY,10,459900,189727,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.603205,-1.1365049
OX100NZ,10,459817,189734,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.603277,-1.137702
OX100PA,10,459737,189559,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.601712,-1.1388867
OX100PB,10,459679,189466,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.600882,-1.1397398
OX100PD,10,459695,189598,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.602067,-1.1394864
OX100PE,10,459702,189745,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.603388,-1.1393604
OX100PF,10,459810,189773,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.603628,-1.1377964
OX100PG,10,459738,189865,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.604534,-1.1387467
OX100PH,10,459949,189631,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.602364,-1.1358134
OX100PJ,10,460032,189557,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.601663,-1.1346283
OX100PL,10,459641,189405,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.600329,-1.1403278
OX100PQ,10,459854,189877,E92000001,E19000002,E18000009,E10000025,E07000179,E05011710,51.604559,-1.1371435
OX100PS,10,459121,190711,E92000001,E19000002,E18000009,E10000025,E07000179,E05011701,51.61178,-1.1483724
OX100PT,10,458729,191051,E92000001,E19000002,E18000009,E10000025,E07000179,E05011701,51.616893,-1.1541696
OX100PU,10,458569,190842,E92000001,E19000002,E18000009,E10000025,E07000179,E05011701,51.613172,-1.1556252
OX100PX,10,458657,190785,E92000001,E19000002,E18000009,E10000025,E07000179,E05011701,51.612857,-1.1542735
OX100PY,10,458522,190765,E92000001,E19000002,E18000009,E10000025,E07000179,E05011701,51.612673,-1.1562555
OX100PZ,10,458569,190905,E92000001,E19000002,E18000009,E10000025,E07000179,E05011701,51.613945,-1.1555242
OX100QA,10,458542,190935,E92000001,E19000002,E18000009,E10000025,E07000179,E05011701,51.614208,-1.1559526
OX100QB,10,458490,190946,E92000001,E19000002,E18000009,E10000025,E07000179,E05011701,51.614312,-1.1566584
OX100QD,10,458439,190985,E92000001,E19000002,E18000009,E10000025,E07000179,E05011701,51.614668,-1.1573884
OX100QE,10,458493,191068,E92000001,E19000002,E18000009,E10000025,E07000179,E05011701,51.615409,-1.1565947
OX100QF,10,458394,191181,E92000001,E19000002,E18000009,E10000025,E07000179,E05011701,51.616435,-1.1580056
OX100QG,10,458275,191112,E92000001,E19000002,E18000009,E10000025,E07000179,E05011701,51.615827,-1.1597356
OX100QH,10,458147,191093,E92000001,E19000002,E18000009,E10000025,E07000179,E05011701,51.615714,-1.1615575
OX100QJ,10,458207,191068,E92000001,E19000002,E18000009,E10000025,E07000179,E05011701,51.615438,-1.1607249
OX100QL,10,458236,191077,E92000001,E19000002,E18000009,E10000025,E07000179,E05011701,51.615516,-1.1602757
OX100QN,10,458304,191028,E92000001,E19000002,E18000009,E10000025,E07000179,E05011701,51.615087,-1.1593593
OX100QP,10,458175,191176,E92000001,E19000002,E18000009,E10000025,E07000179,E05011701,51.616422,-1.1611545
OX100QQ,10,458208,191132,E92000001,E19000002,E18000009,E10000025,E07000179,E05011701,51.616014,-1.1606999
OX100QR,10,458121,191210,E92000001,E19000002,E18000009,E10000025,E07000179,E05011701,51.616724,-1.1619433
OX100QS,10,458063,191222,E92000001,E19000002,E18000009,E10000025,E07000179,E05011701,51.616838,-1.162779
OX100QT,10,458003,191245,E92000001,E19000002,E18000009,E10000025,E07000179,E05011701,51.617078,-1.1636267
OX100QU,10,457878,191268,E92000001,E19000002,E18000009,E10000025,E07000179,E05011701,51.61727,-1.1654431
OX100QW,10,458355,191085,E92000001,E19000002,E18000009,E10000025,E07000179,E05011701,51.615576,-1.1585848
OX100QX,10,457628,191505,E92000001,E19000002,E18000009,E10000025,E07000179,E05011701,51.619282,-1.1689306
OX100QY,10,458081,191080,E92000001,E19000002,E18000009,E10000025,E07000179,E05011701,51.615559,-1.1625425
OX100RA,10,457770,190979,E92000001,E19000002,E18000009,E10000025,E07000179,E05011701,51.614683,-1.1670503
OX100RB,10,457802,190975,E92000001,E19000002,E18000009,E10000025,E07000179,E05011701,51.614644,-1.1665889
OX100RD,10,459069,190557,E92000001,E19000002,E18000009,E10000025,E07000179,E05011701,51.61125,-1.1497542
OX100RG,10,458847,190689,E92000001,E19000002,E18000009,E10000025,E07000179,E05011701,51.611965,-1.1515461
OX100RH,10,458693,190679,E92000001,E19000002,E18000009,E10000025,E07000179,E05011701,51.611891,-1.1537571
OX100RJ,10,458410,190696,E92000001,E19000002,E18000009,E10000025,E07000179,E05011701,51.612413,-1.1576323
OX100RL,10,458472,190864,E92000001,E19000002,E18000009,E10000025,E07000179,E05011701,51.613577,-1.156932
OX100RN,10,458338,190926,E92000001,E19000002,E18000009,E10000025,E07000179,E05011701,51.614175,-1.1588562
OX100RP,10,458230,190811,E92000001,E19000002,E18000009,E10000025,E07000179,E05011701,51.613134,-1.1604208
OX100RQ,10,458865,190569,E92000001,E19000002,E18000009,E10000025,E07000179,E05011701,51.61103,-1.1516502
OX100RR,10,458083,190786,E92000001,E19000002,E18000009,E10000025,E07000179,E05011701,51.612898,-1.1625481
OX100RS,10,458229,190706,E92000001,E19000002,E18000009,E10000025,E07000179,E05011701,51.6122,-1.1604525
OX100RT,10,458007,190773,E92000001,E19000002,E18000009,E10000025,E07000179,E05011701,51.612807,-1.1636619
OX100RU,10,457835,190862,E92000001,E19000002,E18000009,E10000025,E07000179,E05011701,51.613625,-1.1661309
